Tanggal,Lintang,Bujur,Magnitudo,Kedalaman (km),Lokasi,Keterangan,Sumber
2022-07-22 09:36:00,-7.85905159763702,112.359000217551,2.91,7,"Gunung Kelud, Kediri","5 kali gempa Low
1 kali gempa Letusan/Erupsi
3 kali gempa Hembusan",VolcanoDiscovery
2022-07-23 06:12:00,-7.94030132165171,112.962016411633,2.43,17,"Gunung Bromo, Probolinggo",3 kali gempa Vulkanik Dangkal,VolcanoDiscovery
2022-07-23 07:03:00,-8.15738792971178,112.926889585013,4.23,59,"Gunung Semeru, Lumajang","4 kali gempa Low
5 kali gempa Hembusan
4 kali gempa Letusan/Erupsi",VolcanoDiscovery
2022-07-23 13:18:00,-8.12692981846904,114.089370117798,2.5,56,"Gunung Raung, Banyuwangi","3 kali gempa Low
3 kali gempa Tektonik Jauh
3 kali gempa Hembusan",VolcanoDiscovery
2022-07-23 19:59:00,-8.16940373208974,114.111094166828,4.11,38,"Gunung Raung, Banyuwangi","3 kali gempa Guguran
1 kali gempa Tremor Non-Harmonik
5 kali gempa Low Frequency
5 kali gempa Letusan/Erupsi
4 kali gempa Tektonik Lokal",VolcanoDiscovery
2022-07-27 01:57:00,-8.09891660546821,114.078808941973,3.03,37,"Gunung Raung, Banyuwangi","5 kali gempa Vulkanik Dalam
2 kali gempa Hembusan
3 kali gempa Guguran",VolcanoDiscovery
2022-07-27 18:52:00,-7.93987139605368,112.362149334676,3.51,12,"Gunung Kelud, Kediri","4 kali gempa Tektonik Lokal
3 kali gempa Low Frequency
2 kali gempa Letusan/Erupsi",VolcanoDiscovery
2022-07-27 23:25:00,-8.00295460183536,114.232178582296,4.51,36,"Gunung Ijen, Banyuwangi","2 kali gempa Letusan/Erupsi
3 kali gempa Hembusan
5 kali gempa Tektonik Lokal
2 kali gempa Tektonik Jauh
1 kali gempa Tremor Non-Harmonik",VolcanoDiscovery
2022-07-29 04:39:00,-8.05096680598716,112.866352946867,5.45,26,"Gunung Semeru, Lumajang","4 kali gempa Hembusan
3 kali gempa Tektonik Jauh
4 kali gempa Vulkanik Dalam",VolcanoDiscovery
2022-07-29 11:09:00,-8.11849886124275,112.90914990113,1.79,13,"Gunung Semeru, Lumajang",5 kali gempa Vulkanik Dangkal,VolcanoDiscovery
2022-07-29 11:37:00,-8.14403662269625,112.98168941453,3.06,67,"Gunung Semeru, Lumajang","3 kali gempa Tektonik Jauh
2 kali gempa Vulkanik Dalam
4 kali gempa Low",VolcanoDiscovery
2022-07-30 08:08:00,-7.99290061161755,112.293465515883,5.86,53,"Gunung Kelud, Kediri","1 kali gempa Hembusan
5 kali gempa Letusan/Erupsi
4 kali gempa Low Frequency",VolcanoDiscovery
2022-07-30 10:00:00,-7.910784969069,112.303667222412,2.89,1,"Gunung Kelud, Kediri",5 kali gempa Tremor Non-Harmonik,VolcanoDiscovery
2022-07-30 10:42:00,-7.95623492330459,112.942501491808,2.03,2,"Gunung Bromo, Probolinggo",3 kali gempa Vulkanik Dalam,VolcanoDiscovery
2022-07-31 00:11:00,-8.09113949569908,112.883768045916,2.21,46,"Gunung Semeru, Lumajang","4 kali gempa Hembusan
1 kali gempa Tremor Non-Harmonik
2 kali gempa Vulkanik Dalam
5 kali gempa Tektonik Lokal
3 kali gempa Guguran",VolcanoDiscovery
2022-08-01 09:01:00,-7.86893463872594,112.93033673524,4.86,52,"Gunung Bromo, Probolinggo","1 kali gempa Tektonik Jauh
4 kali gempa Vulkanik Dalam
4 kali gempa Hembusan
4 kali gempa Guguran
4 kali gempa Tektonik Lokal",VolcanoDiscovery
2022-08-01 19:53:00,-7.95392762083257,112.970035753279,2.72,30,"Gunung Bromo, Probolinggo","1 kali gempa Low
2 kali gempa Letusan/Erupsi
2 kali gempa Guguran",VolcanoDiscovery
2022-08-02 05:23:00,-8.04342367955421,112.906377108392,4.92,38,"Gunung Semeru, Lumajang","3 kali gempa Low
3 kali gempa Guguran
1 kali gempa Tektonik Lokal
4 kali gempa Hembusan",VolcanoDiscovery
2022-08-02 06:14:00,-8.11736145130748,112.972798939183,5.35,43,"Gunung Semeru, Lumajang","4 kali gempa Tektonik Lokal
2 kali gempa Vulkanik Dalam
4 kali gempa Letusan/Erupsi
2 kali gempa Hembusan
5 kali gempa Tremor Non-Harmonik",VolcanoDiscovery
2022-08-02 07:27:00,-7.91891075543456,112.248162055332,3.75,15,"Gunung Kelud, Kediri","4 kali gempa Tektonik Jauh
4 kali gempa Hembusan
4 kali gempa Guguran",VolcanoDiscovery
2022-08-02 18:01:00,-7.90834050262361,112.341231930164,2.29,39,"Gunung Kelud, Kediri","2 kali gempa Letusan/Erupsi
5 kali gempa Guguran
2 kali gempa Tektonik Lokal
3 kali gempa Hembusan",VolcanoDiscovery
2022-08-03 04:37:00,-7.98408915179502,112.26370720486,5.16,20,"Gunung Kelud, Kediri","3 kali gempa Letusan/Erupsi
4 kali gempa Low Frequency
1 kali gempa Tektonik Jauh",VolcanoDiscovery
2022-08-03 19:56:00,-7.87949779823956,112.244276148607,5.72,25,"Gunung Kelud, Kediri","1 kali gempa Tektonik Jauh
3 kali gempa Vulkanik Dalam
1 kali gempa Tektonik Lokal",VolcanoDiscovery
2022-08-05 14:48:00,-8.17766380181996,112.973091869035,3.56,10,"Gunung Semeru, Lumajang","1 kali gempa Guguran
1 kali gempa Low
5 kali gempa Tremor Non-Harmonik
5 kali gempa Hembusan",VolcanoDiscovery
2022-08-05 21:36:00,-8.17018155719957,112.9778083074,3.87,12,"Gunung Semeru, Lumajang","3 kali gempa Tektonik Lokal
4 kali gempa Hembusan
2 kali gempa Tremor Non-Harmonik
1 kali gempa Vulkanik Dalam
1 kali gempa Letusan/Erupsi",VolcanoDiscovery
2022-08-06 00:00:00,-7.99699636254069,114.171756301955,5.89,47,"Gunung Ijen, Banyuwangi","3 kali gempa Tremor Non-Harmonik
1 kali gempa Low Frequency
1 kali gempa Tektonik Jauh
4 kali gempa Guguran",VolcanoDiscovery
2022-08-08 09:30:00,-8.08621485181271,114.020253921051,4.45,63,"Gunung Raung, Banyuwangi","5 kali gempa Tremor Non-Harmonik
3 kali gempa Letusan/Erupsi
3 kali gempa Tektonik Jauh",VolcanoDiscovery
2022-08-09 17:08:00,-8.15513725111979,112.850616190763,5.94,60,"Gunung Semeru, Lumajang","2 kali gempa Low Frequency
5 kali gempa Tektonik Jauh
5 kali gempa Hembusan
2 kali gempa Vulkanik Dalam
4 kali gempa Tektonik Lokal",VolcanoDiscovery
2022-08-09 21:20:00,-7.94909800717353,112.328481855874,1.28,17,"Gunung Kelud, Kediri",2 kali gempa Tremor Non-Harmonik,VolcanoDiscovery
2022-08-10 02:43:00,-8.0570459330882,114.191863291118,3.7,35,"Gunung Ijen, Banyuwangi","3 kali gempa Letusan/Erupsi
2 kali gempa Low Frequency
1 kali gempa Tektonik Lokal",VolcanoDiscovery
2022-08-10 10:34:00,-8.07085565147676,113.974780439711,2.78,53,"Gunung Raung, Banyuwangi","3 kali gempa Tremor Non-Harmonik
4 kali gempa Low Frequency
3 kali gempa Letusan/Erupsi
4 kali gempa Low",VolcanoDiscovery
2022-08-13 06:03:00,-8.08473065580641,114.039843075454,5.67,64,"Gunung Raung, Banyuwangi","1 kali gempa Tremor Non-Harmonik
3 kali gempa Guguran
2 kali gempa Tektonik Lokal
2 kali gempa Hembusan
5 kali gempa Vulkanik Dalam",VolcanoDiscovery
2022-08-14 09:26:00,-7.9175741513389,113.022052326014,2.27,18,"Gunung Bromo, Probolinggo","5 kali gempa Vulkanik Dalam
5 kali gempa Letusan/Erupsi
2 kali gempa Guguran",VolcanoDiscovery
2022-08-14 14:30:00,-8.12603129487466,112.908770609241,3.28,18,"Gunung Semeru, Lumajang",4 kali gempa Tremor Non-Harmonik,VolcanoDiscovery
2022-08-14 15:49:00,-8.10867129370664,112.930958498309,5.24,18,"Gunung Semeru, Lumajang","1 kali gempa Tremor Non-Harmonik
2 kali gempa Tektonik Lokal
5 kali gempa Low
5 kali gempa Letusan/Erupsi",VolcanoDiscovery
2022-08-14 20:10:00,-7.98723910009701,112.928314775891,4.36,14,"Gunung Bromo, Probolinggo","2 kali gempa Guguran
2 kali gempa Letusan/Erupsi
5 kali gempa Tektonik Lokal",VolcanoDiscovery
2022-08-15 09:35:00,-8.01038622233256,112.927772597011,2.49,49,"Gunung Bromo, Probolinggo","5 kali gempa Low
3 kali gempa Hembusan
2 kali gempa Tremor Non-Harmonik",VolcanoDiscovery
2022-08-15 17:50:00,-8.09712496801987,112.914715622699,2.82,6,"Gunung Semeru, Lumajang",1 kali gempa Vulkanik Dalam,VolcanoDiscovery
2022-08-17 06:09:00,-8.12501962526901,114.052819267719,1.61,9,"Gunung Raung, Banyuwangi",4 kali gempa Vulkanik Dangkal,VolcanoDiscovery
2022-08-18 03:06:00,-8.19981189299551,114.090670518937,4.93,18,"Gunung Raung, Banyuwangi","1 kali gempa Vulkanik Dalam
2 kali gempa Letusan/Erupsi
1 kali gempa Tektonik Jauh
2 kali gempa Guguran
3 kali gempa Tremor Non-Harmonik",VolcanoDiscovery
2022-08-18 16:06:00,-8.1289292135268,114.050264576417,2.02,12,"Gunung Raung, Banyuwangi",1 kali gempa Low Frequency,VolcanoDiscovery
2022-08-18 17:09:00,-8.13759785824878,114.002731157426,5.18,27,"Gunung Raung, Banyuwangi","2 kali gempa Hembusan
1 kali gempa Low Frequency
3 kali gempa Low
5 kali gempa Tremor Non-Harmonik",VolcanoDiscovery
2022-08-18 19:44:00,-8.10121849981207,114.270599728479,4.4,15,"Gunung Ijen, Banyuwangi","3 kali gempa Tektonik Jauh
2 kali gempa Letusan/Erupsi
4 kali gempa Tektonik Lokal
2 kali gempa Vulkanik Dalam
1 kali gempa Low",VolcanoDiscovery
2022-08-18 19:56:00,-8.12454131600752,114.03031798945,3.48,2,"Gunung Raung, Banyuwangi",5 kali gempa Vulkanik Dangkal,VolcanoDiscovery
2022-08-19 18:15:00,-8.05326180156,114.226106409294,3.69,10,"Gunung Ijen, Bondowoso",5 kali gempa Guguran,VolcanoDiscovery
2022-08-19 18:50:00,-7.92480970397262,112.934263110303,3.34,17,"Gunung Bromo, Probolinggo",2 kali gempa Guguran,VolcanoDiscovery
2022-08-20 09:41:00,-8.0933776304992,113.998058437682,5.17,10,"Gunung Raung, Banyuwangi","3 kali gempa Letusan/Erupsi
2 kali gempa Hembusan
3 kali gempa Tremor Non-Harmonik",VolcanoDiscovery
2022-08-20 19:47:00,-7.95104698595727,113.01820719491,3.34,15,"Gunung Bromo, Probolinggo","3 kali gempa Tremor Non-Harmonik
2 kali gempa Tektonik Jauh
1 kali gempa Vulkanik Dalam
1 kali gempa Low
3 kali gempa Tektonik Lokal",VolcanoDiscovery
2022-08-20 21:50:00,-8.09682600273255,112.971599389014,4.79,27,"Gunung Semeru, Lumajang","2 kali gempa Vulkanik Dalam
3 kali gempa Tremor Non-Harmonik
2 kali gempa Tektonik Jauh",VolcanoDiscovery
2022-08-21 14:54:00,-7.93236396205785,112.368924563441,2.57,64,"Gunung Kelud, Kediri","4 kali gempa Vulkanik Dalam
5 kali gempa Guguran
1 kali gempa Letusan/Erupsi",VolcanoDiscovery
2022-08-22 17:07:00,-8.09502726037613,114.262654842857,3.84,68,"Gunung Ijen, Banyuwangi","3 kali gempa Letusan/Erupsi
3 kali gempa Low
4 kali gempa Low Frequency
3 kali gempa Hembusan
5 kali gempa Vulkanik Dalam",VolcanoDiscovery
2022-08-23 10:16:00,-7.93575984703806,112.322403559174,3.28,17,"Gunung Kelud, Kediri",1 kali gempa Vulkanik Dangkal,VolcanoDiscovery
2022-08-24 03:35:00,-8.13895570002774,114.020780149448,2.56,1,"Gunung Raung, Banyuwangi",5 kali gempa Tremor Non-Harmonik,VolcanoDiscovery
2022-08-24 12:21:00,-8.1293579925287,114.02877663712,2.38,0,"Gunung Raung, Banyuwangi","5 kali gempa Guguran
1 kali gempa Vulkanik Dalam
3 kali gempa Letusan/Erupsi
3 kali gempa Tektonik Lokal",VolcanoDiscovery
2022-08-24 21:19:00,-8.09210516756644,112.895164098204,5.33,37,"Gunung Semeru, Lumajang","2 kali gempa Guguran
2 kali gempa Hembusan
1 kali gempa Tektonik Lokal
3 kali gempa Low Frequency",VolcanoDiscovery
2022-08-26 16:41:00,-8.17841878115968,114.104353584506,5.46,62,"Gunung Raung, Banyuwangi","2 kali gempa Tektonik Lokal
1 kali gempa Tektonik Jauh
1 kali gempa Guguran",VolcanoDiscovery
2022-08-27 11:34:00,-8.14717829746549,114.092132319116,2.6,28,"Gunung Raung, Banyuwangi","4 kali gempa Vulkanik Dalam
2 kali gempa Tektonik Lokal
5 kali gempa Tektonik Jauh
1 kali gempa Letusan/Erupsi
5 kali gempa Low",VolcanoDiscovery
2022-08-27 17:29:00,-8.1521949091733,112.945670090227,3,8,"Gunung Semeru, Lumajang","2 kali gempa Low
1 kali gempa Tektonik Jauh
2 kali gempa Guguran",VolcanoDiscovery
2022-08-28 10:42:00,-7.87042000461625,113.008299578433,2.15,37,"Gunung Bromo, Probolinggo","3 kali gempa Tremor Non-Harmonik
4 kali gempa Low
3 kali gempa Low Frequency
5 kali gempa Tektonik Jauh",VolcanoDiscovery
2022-08-30 02:30:00,-8.04540457691699,114.231020198532,3.37,17,"Gunung Ijen, Bondowoso",1 kali gempa Tremor Non-Harmonik,VolcanoDiscovery
2022-08-30 07:19:00,-8.10147459054279,114.174631104034,3.28,61,"Gunung Ijen, Banyuwangi","4 kali gempa Letusan/Erupsi
5 kali gempa Hembusan
5 kali gempa Guguran
2 kali gempa Tektonik Lokal
2 kali gempa Low",VolcanoDiscovery
2022-08-30 14:11:00,-8.09252013665622,112.935124312862,1.37,2,"Gunung Semeru, Lumajang",2 kali gempa Guguran,VolcanoDiscovery
2022-08-31 09:11:00,-7.94556184413947,112.95370810038,1.44,12,"Gunung Bromo, Probolinggo",4 kali gempa Tremor Non-Harmonik,VolcanoDiscovery
2022-08-31 11:15:00,-8.10509464835252,114.108308423613,2.56,48,"Gunung Raung, Banyuwangi","2 kali gempa Guguran
4 kali gempa Tektonik Jauh
2 kali gempa Tremor Non-Harmonik",VolcanoDiscovery
2022-08-31 18:30:00,-7.93989979301018,112.966191956707,3.29,16,"Gunung Bromo, Probolinggo",4 kali gempa Low Frequency,VolcanoDiscovery
2022-08-31 23:21:00,-7.9276255716768,112.309788664473,4.56,5,"Gunung Kelud, Kediri","2 kali gempa Letusan/Erupsi
2 kali gempa Tektonik Lokal
1 kali gempa Hembusan
2 kali gempa Vulkanik Dalam
3 kali gempa Low",VolcanoDiscovery
2022-09-01 12:54:00,-7.91458277277808,112.297208405323,3.9,9,"Gunung Kelud, Kediri",2 kali gempa Vulkanik Dalam,VolcanoDiscovery
2022-09-01 14:37:00,-8.10361163190501,114.055974666074,1.06,19,"Gunung Raung, Banyuwangi",5 kali gempa Vulkanik Dangkal,VolcanoDiscovery
2022-09-02 16:32:00,-8.12663682914588,114.027302273414,3.25,6,"Gunung Raung, Banyuwangi",1 kali gempa Guguran,VolcanoDiscovery
2022-09-03 05:39:00,-7.96907594045802,112.901939096255,5.41,22,"Gunung Bromo, Probolinggo","5 kali gempa Low
3 kali gempa Hembusan
3 kali gempa Tektonik Lokal
4 kali gempa Low Frequency
4 kali gempa Letusan/Erupsi",VolcanoDiscovery
2022-09-03 09:42:00,-8.03739822389937,114.272318696303,4.3,32,"Gunung Ijen, Banyuwangi","5 kali gempa Low
3 kali gempa Low Frequency
4 kali gempa Vulkanik Dalam
4 kali gempa Hembusan
5 kali gempa Tektonik Jauh",VolcanoDiscovery
2022-09-03 18:57:00,-7.88613317996322,112.958477320078,5.13,33,"Gunung Bromo, Probolinggo","1 kali gempa Tremor Non-Harmonik
1 kali gempa Low Frequency
2 kali gempa Vulkanik Dalam
3 kali gempa Hembusan",VolcanoDiscovery
2022-09-05 11:59:00,-8.13229715224131,114.037328799307,1.17,9,"Gunung Raung, Banyuwangi",2 kali gempa Guguran,VolcanoDiscovery
2022-09-05 21:44:00,-7.90868969760576,112.335188340002,5.09,33,"Gunung Kelud, Kediri","1 kali gempa Vulkanik Dalam
2 kali gempa Letusan/Erupsi
2 kali gempa Tektonik Lokal
5 kali gempa Tremor Non-Harmonik",VolcanoDiscovery
2022-09-06 18:50:00,-8.153370871949,112.953683900056,2.44,61,"Gunung Semeru, Lumajang","3 kali gempa Hembusan
5 kali gempa Vulkanik Dalam
3 kali gempa Tektonik Jauh",VolcanoDiscovery
2022-09-07 01:33:00,-8.09243660056699,114.170517162407,3.21,36,"Gunung Ijen, Banyuwangi","3 kali gempa Tektonik Jauh
1 kali gempa Low
2 kali gempa Tektonik Lokal
3 kali gempa Guguran
1 kali gempa Tremor Non-Harmonik",VolcanoDiscovery
2022-09-08 03:25:00,-8.10309314545778,112.919826131051,3.17,16,"Gunung Semeru, Lumajang",2 kali gempa Vulkanik Dangkal,VolcanoDiscovery
2022-09-08 17:25:00,-8.15381375002457,112.877555372356,2.68,63,"Gunung Semeru, Lumajang","3 kali gempa Vulkanik Dalam
5 kali gempa Hembusan
3 kali gempa Tektonik Jauh
3 kali gempa Low Frequency
5 kali gempa Low",VolcanoDiscovery
2022-09-09 01:19:00,-8.11854207774921,114.302641246962,5.56,30,"Gunung Ijen, Banyuwangi","1 kali gempa Letusan/Erupsi
5 kali gempa Vulkanik Dalam
2 kali gempa Tremor Non-Harmonik
1 kali gempa Tektonik Lokal
2 kali gempa Tektonik Jauh",VolcanoDiscovery
2022-09-11 03:46:00,-7.93654911232968,112.932286166059,2.52,10,"Gunung Bromo, Probolinggo",4 kali gempa Tremor Non-Harmonik,VolcanoDiscovery
2022-09-11 03:49:00,-7.87062869660268,112.281991397634,3.25,41,"Gunung Kelud, Kediri","2 kali gempa Hembusan
3 kali gempa Tektonik Lokal
3 kali gempa Tremor Non-Harmonik
4 kali gempa Low",VolcanoDiscovery
2022-09-11 05:33:00,-8.09439120793763,112.900610551041,2.19,18,"Gunung Semeru, Lumajang",4 kali gempa Vulkanik Dalam,VolcanoDiscovery
2022-09-12 09:20:00,-8.10810807261693,114.04786295447,3.23,17,"Gunung Raung, Banyuwangi",4 kali gempa Vulkanik Dalam,VolcanoDiscovery
2022-09-13 00:43:00,-8.17915583573566,114.086621888556,5.63,37,"Gunung Raung, Banyuwangi","1 kali gempa Letusan/Erupsi
3 kali gempa Tektonik Jauh
1 kali gempa Guguran",VolcanoDiscovery
2022-09-13 07:09:00,-8.06442368031436,114.043546263203,4.76,51,"Gunung Raung, Banyuwangi","2 kali gempa Guguran
2 kali gempa Low Frequency
1 kali gempa Tektonik Lokal
5 kali gempa Vulkanik Dalam",VolcanoDiscovery
2022-09-13 08:26:00,-7.99421698966582,114.19914405517,5.41,68,"Gunung Ijen, Banyuwangi","2 kali gempa Hembusan
3 kali gempa Vulkanik Dalam
1 kali gempa Low",VolcanoDiscovery
2022-09-13 11:45:00,-7.90334572061101,112.377663121681,5.66,8,"Gunung Kelud, Kediri","4 kali gempa Letusan/Erupsi
2 kali gempa Tektonik Lokal
1 kali gempa Guguran",VolcanoDiscovery
2022-09-13 14:14:00,-7.92484856736843,113.010748450924,3.24,38,"Gunung Bromo, Probolinggo","2 kali gempa Vulkanik Dalam
4 kali gempa Tektonik Jauh
5 kali gempa Tektonik Lokal",VolcanoDiscovery
2022-09-14 05:31:00,-7.92146882771881,112.951311115038,1.87,12,"Gunung Bromo, Probolinggo",5 kali gempa Tremor Non-Harmonik,VolcanoDiscovery
2022-09-15 06:59:00,-7.98236432659104,112.341373901409,5.27,8,"Gunung Kelud, Kediri","1 kali gempa Tektonik Jauh
2 kali gempa Low Frequency
2 kali gempa Low
3 kali gempa Guguran
3 kali gempa Letusan/Erupsi",VolcanoDiscovery
2022-09-15 09:18:00,-7.94894339118761,112.329869523845,2.48,19,"Gunung Kelud, Kediri",3 kali gempa Vulkanik Dalam,VolcanoDiscovery
2022-09-16 02:11:00,-8.09034386703253,114.242322750379,4.76,6,"Gunung Ijen, Banyuwangi","3 kali gempa Low Frequency
5 kali gempa Vulkanik Dalam
4 kali gempa Guguran
5 kali gempa Low",VolcanoDiscovery
2022-09-17 04:14:00,-8.04902204440574,114.223891372175,2.41,14,"Gunung Ijen, Bondowoso",1 kali gempa Guguran,VolcanoDiscovery
2022-09-17 20:31:00,-8.0666398332263,114.239386099647,3.73,18,"Gunung Ijen, Bondowoso",2 kali gempa Vulkanik Dangkal,VolcanoDiscovery
2022-09-18 15:58:00,-8.07729710965342,114.228873869696,3.81,16,"Gunung Ijen, Bondowoso",3 kali gempa Vulkanik Dangkal,VolcanoDiscovery
2022-09-18 18:05:00,-7.88344294287597,112.967684257559,4.13,9,"Gunung Bromo, Probolinggo","4 kali gempa Guguran
2 kali gempa Tremor Non-Harmonik
4 kali gempa Letusan/Erupsi
1 kali gempa Tektonik Lokal
4 kali gempa Low",VolcanoDiscovery
2022-09-18 22:58:00,-7.89198632138991,112.364501281889,2.85,61,"Gunung Kelud, Kediri","4 kali gempa Letusan/Erupsi
4 kali gempa Guguran
1 kali gempa Tektonik Lokal",VolcanoDiscovery
2022-09-19 00:30:00,-8.04773869110053,112.919506757701,5.01,58,"Gunung Semeru, Lumajang","4 kali gempa Hembusan
2 kali gempa Guguran
4 kali gempa Tektonik Lokal
5 kali gempa Low
3 kali gempa Letusan/Erupsi",VolcanoDiscovery
2022-09-19 14:18:00,-8.06034190914911,114.228951552006,4.34,36,"Gunung Ijen, Banyuwangi","3 kali gempa Letusan/Erupsi
4 kali gempa Tremor Non-Harmonik
4 kali gempa Vulkanik Dalam
1 kali gempa Guguran
3 kali gempa Tektonik Lokal",VolcanoDiscovery
2022-09-20 16:37:00,-7.87973232131755,112.281911603852,5.94,22,"Gunung Kelud, Kediri","5 kali gempa Hembusan
1 kali gempa Vulkanik Dalam
2 kali gempa Tremor Non-Harmonik
4 kali gempa Low Frequency",VolcanoDiscovery
2022-09-21 18:29:00,-7.99892332507858,112.256780769279,3.79,59,"Gunung Kelud, Kediri","4 kali gempa Hembusan
1 kali gempa Low Frequency
5 kali gempa Letusan/Erupsi
4 kali gempa Tremor Non-Harmonik
1 kali gempa Guguran",VolcanoDiscovery
2022-09-21 19:10:00,-7.92961647955294,112.943501465718,1.55,14,"Gunung Bromo, Probolinggo",5 kali gempa Vulkanik Dangkal,VolcanoDiscovery
2022-09-21 22:38:00,-7.94044927835537,112.345389099005,2.33,17,"Gunung Kelud, Kediri","3 kali gempa Low Frequency
1 kali gempa Hembusan
2 kali gempa Letusan/Erupsi
3 kali gempa Low",VolcanoDiscovery
2022-09-22 16:40:00,-7.8837333702031,112.2836958437,3.33,42,"Gunung Kelud, Kediri","5 kali gempa Vulkanik Dalam
5 kali gempa Low Frequency
4 kali gempa Tremor Non-Harmonik
1 kali gempa Guguran
5 kali gempa Tektonik Jauh",VolcanoDiscovery
2022-09-23 12:20:00,-8.07257118292046,112.924628569151,4.42,2,"Gunung Semeru, Lumajang","3 kali gempa Tektonik Jauh
4 kali gempa Low Frequency
4 kali gempa Tektonik Lokal
1 kali gempa Tremor Non-Harmonik
3 kali gempa Low",VolcanoDiscovery
2022-09-24 03:45:00,-7.98345506914282,112.255630301127,3.75,53,"Gunung Kelud, Kediri","4 kali gempa Letusan/Erupsi
4 kali gempa Low
5 kali gempa Tektonik Lokal",VolcanoDiscovery
2022-09-24 04:29:00,-8.07957620254575,112.975830440299,3.16,26,"Gunung Semeru, Lumajang","2 kali gempa Vulkanik Dalam
4 kali gempa Low
1 kali gempa Tektonik Lokal
3 kali gempa Guguran
2 kali gempa Tektonik Jauh",VolcanoDiscovery
2022-09-24 04:31:00,-8.00227826547766,112.884117822928,4.16,34,"Gunung Bromo, Probolinggo","4 kali gempa Vulkanik Dalam
2 kali gempa Low Frequency
1 kali gempa Letusan/Erupsi
5 kali gempa Guguran",VolcanoDiscovery
2022-09-24 23:09:00,-8.00969806221096,112.883160715339,4.2,2,"Gunung Bromo, Probolinggo","1 kali gempa Low
5 kali gempa Letusan/Erupsi
3 kali gempa Low Frequency
5 kali gempa Tektonik Jauh",VolcanoDiscovery
2022-09-25 01:38:00,-8.10083458591734,112.904878263463,4.44,64,"Gunung Semeru, Lumajang","4 kali gempa Tektonik Lokal
5 kali gempa Letusan/Erupsi
2 kali gempa Low Frequency
1 kali gempa Hembusan
1 kali gempa Tremor Non-Harmonik",VolcanoDiscovery
2022-09-25 05:37:00,-7.8786366417441,112.91444440289,2.7,20,"Gunung Bromo, Probolinggo","3 kali gempa Low
2 kali gempa Tektonik Jauh
3 kali gempa Tremor Non-Harmonik
4 kali gempa Vulkanik Dalam
2 kali gempa Low Frequency",VolcanoDiscovery
2022-09-25 08:22:00,-7.99879695141058,112.918502582489,4.42,63,"Gunung Bromo, Probolinggo","2 kali gempa Guguran
2 kali gempa Low
2 kali gempa Vulkanik Dalam
1 kali gempa Tektonik Lokal
5 kali gempa Tremor Non-Harmonik",VolcanoDiscovery
2022-09-25 18:11:00,-8.12697719887843,112.913819198784,2.9,21,"Gunung Semeru, Lumajang","4 kali gempa Hembusan
2 kali gempa Low
4 kali gempa Tremor Non-Harmonik",VolcanoDiscovery
2022-09-26 09:16:00,-7.92201035898025,112.329363847096,1.77,8,"Gunung Kelud, Kediri",4 kali gempa Vulkanik Dalam,VolcanoDiscovery
2022-09-26 18:22:00,-8.11363599576525,112.915471809314,2.62,1,"Gunung Semeru, Lumajang",4 kali gempa Tremor Non-Harmonik,VolcanoDiscovery
2022-09-26 21:50:00,-8.161833074105,112.979190253441,4.15,24,"Gunung Semeru, Lumajang","4 kali gempa Tremor Non-Harmonik
2 kali gempa Tektonik Lokal
2 kali gempa Hembusan
5 kali gempa Vulkanik Dalam
4 kali gempa Guguran",VolcanoDiscovery
2022-09-27 08:59:00,-8.12052068206648,114.264179167407,2.52,7,"Gunung Ijen, Banyuwangi","3 kali gempa Hembusan
4 kali gempa Low
4 kali gempa Vulkanik Dalam",VolcanoDiscovery
2022-09-27 15:46:00,-7.93670724950263,112.964838180432,3.69,14,"Gunung Bromo, Probolinggo",2 kali gempa Tremor Non-Harmonik,VolcanoDiscovery
2022-09-28 13:21:00,-7.92339039115652,112.306714739304,3.87,6,"Gunung Kelud, Kediri",4 kali gempa Guguran,VolcanoDiscovery
2022-09-28 23:20:00,-8.04703622598389,112.920994313797,4.44,44,"Gunung Semeru, Lumajang","4 kali gempa Guguran
5 kali gempa Vulkanik Dalam
5 kali gempa Tektonik Lokal
1 kali gempa Tektonik Jauh",VolcanoDiscovery
2022-09-29 14:05:00,-8.18835628958328,114.065710875538,4.81,43,"Gunung Raung, Banyuwangi","3 kali gempa Guguran
5 kali gempa Low Frequency
2 kali gempa Vulkanik Dalam
3 kali gempa Tektonik Jauh
1 kali gempa Low",VolcanoDiscovery
2022-09-30 00:23:00,-8.10443646674445,114.052629991924,3.1,12,"Gunung Raung, Banyuwangi",4 kali gempa Tremor Non-Harmonik,VolcanoDiscovery
2022-09-30 19:39:00,-8.00914083262296,114.181279010448,2.43,19,"Gunung Ijen, Banyuwangi","5 kali gempa Letusan/Erupsi
1 kali gempa Vulkanik Dalam
3 kali gempa Guguran
4 kali gempa Low
4 kali gempa Low Frequency",VolcanoDiscovery
2022-10-02 10:07:00,-8.04559523050881,114.208083660883,5.46,26,"Gunung Ijen, Banyuwangi","5 kali gempa Letusan/Erupsi
4 kali gempa Low Frequency
3 kali gempa Tektonik Jauh",VolcanoDiscovery
2022-10-02 21:18:00,-8.0038376949252,112.934899743312,3.13,58,"Gunung Bromo, Probolinggo","1 kali gempa Hembusan
2 kali gempa Guguran
5 kali gempa Tremor Non-Harmonik
5 kali gempa Letusan/Erupsi
5 kali gempa Tektonik Jauh",VolcanoDiscovery
